排名,代码,名称,收盘价,涨幅%,置信度%,技术分,RSI,量比,止盈,止损,原因
1,000630,铜陵有色,7.66,7.89,36.1,100,61.1,1.97,8.81,7.43,涨幅7.9% | 板块有色金属 | 技术100 | 资金50
